1.0000 0.0322 -0.0639 0.0187 -0.0718 -0.1012
0.0322 1.0000 0.1254 0.1345 0.0520 0.2056
-0.0639 0.1254 1.0000 0.3243 0.7322 0.6938
0.0187 0.1345 0.3243 1.0000 0.2418 0.4814
-0.0718 0.0520 0.7322 0.2418 1.0000 0.6565
-0.1012 0.2056 0.6938 0.4814 0.6565 1.0000
