1.0000 -0.1675 -0.2049 -0.0175 -0.1211 -0.1754
-0.1675 1.0000 -0.0441 0.1079 -0.0983 -0.0407
-0.2049 -0.0441 1.0000 0.3012 0.7333 0.6554
-0.0175 0.1079 0.3012 1.0000 0.2266 0.4244
-0.1211 -0.0983 0.7333 0.2266 1.0000 0.6056
-0.1754 -0.0407 0.6554 0.4244 0.6056 1.0000
